domain,target_version,target_column,class,samples,percent
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a amoxicilina/clavulánico + Bacilo Gram negativo resistente a ceftazidima + Bacilo Gram negativo resistente a ceftolozano/tazobactam + Bacilo Gram negativo resistente a ciprofloxacino + Bacilo Gram negativo resistente a piperacilina/tazobactam,1,0.0
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a ceftazidima + Bacilo Gram negativo resistente a ceftrixona o cefotaxima,1,0.0
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a cefepima + Bacilo Gram negativo resistente a ceftazidima + Bacilo Gram negativo resistente a ceftazidima/avibactam + Bacilo Gram negativo resistente a ceftrixona o cefotaxima + Bacilo Gram negativo resistente a ciprofloxacino,1,0.0
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a cefepima + Bacilo Gram negativo resistente a ceftazidima + Bacilo Gram negativo resistente a ceftazidima/avibactam + Bacilo Gram negativo resistente a ciprofloxacino,1,0.0
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a cefepima + Bacilo Gram negativo resistente a ceftazidima + Bacilo Gram negativo resistente a ceftrixona o cefotaxima + Bacilo Gram negativo resistente a ciprofloxacino + Bacilo Gram negativo resistente a piperacilina/tazobactam,1,0.0
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a amoxicilina/clavulánico + Bacilo Gram negativo resistente a ceftazidima + Bacilo Gram negativo resistente a ciprofloxacino + Bacilo Gram negativo resistente a piperacilina/tazobactam,1,0.0
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a ciprofloxacino + Bacilo Gram negativo resistente a piperacilina/tazobactam,1,0.0
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a amoxicilina/clavulánico + Bacilo Gram negativo resistente a ceftazidima + Bacilo Gram negativo resistente a ceftolozano/tazobactam + Bacilo Gram negativo resistente a ceftrixona o cefotaxima + Bacilo Gram negativo resistente a ciprofloxacino,1,0.0
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a amoxicilina/clavulánico + Bacilo Gram negativo resistente a ceftazidima/avibactam + Bacilo Gram negativo resistente a ceftrixona o cefotaxima + Bacilo Gram negativo resistente a piperacilina/tazobactam,1,0.0
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a amoxicilina/clavulánico + Bacilo Gram negativo resistente a ciprofloxacino + Bacilo Gram negativo resistente a piperacilina/tazobactam + Coco Gram positivo resistente a ampicilina o penicilina,1,0.0
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a cefepima,1,0.0
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a amoxicilina/clavulánico + Bacilo Gram negativo resistente a cefepima + Bacilo Gram negativo resistente a ceftrixona o cefotaxima + Bacilo Gram negativo resistente a ciprofloxacino + Bacilo Gram negativo resistente a piperacilina/tazobactam,1,0.0
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a cefepima + Bacilo Gram negativo resistente a ceftazidima + Bacilo Gram negativo resistente a piperacilina/tazobactam,1,0.0
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a amoxicilina/clavulánico + Bacilo Gram negativo resistente a cefepima + Bacilo Gram negativo resistente a ceftazidima + Bacilo Gram negativo resistente a ceftrixona o cefotaxima + Coco Gram positivo resistente a ampicilina o penicilina,1,0.0
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a amoxicilina/clavulánico + Coco Gram positivo resistente a meticilina,1,0.0
Resistance,Individual phenotype combinations,fenotipo_resistencia_individual,Bacilo Gram negativo resistente a ceftazidima + Bacilo Gram negativo resistente a ciprofloxacino,1,0.0
